run_id,signal_date,ticker,frozen_rank,frozen_score,rank_bucket,score_bucket,entry_date,entry_close,forward_1d_date,forward_1d_close,forward_1d_return,forward_3d_date,forward_3d_close,forward_3d_return,forward_5d_date,forward_5d_close,forward_5d_return,forward_10d_date,forward_10d_close,forward_10d_return,forward_20d_date,forward_20d_close,forward_20d_return,fillability_status,data_warning
V18_25A_R21_20260522_184530,2026-05-22,AEHR,237,-141.217333,REST,score_quantile_5_lowest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_184530,2026-05-22,AMD,238,-142.144762,REST,score_quantile_5_lowest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_184530,2026-05-22,NXPI,239,-143.096762,REST,score_quantile_5_lowest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_184530,2026-05-22,SOXL,240,-143.666857,REST,score_quantile_5_lowest,,,,,,,,,,,,,,,,,,UNFILLED,CURRENT_METADATA_ETF_OR_MACRO_FLAG;NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_184530,2026-05-22,BTDR,241,-143.801333,REST,score_quantile_5_lowest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_184530,2026-05-22,INTC,242,-144.998476,REST,score_quantile_5_lowest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_184530,2026-05-22,FLEX,243,-146.525714,REST,score_quantile_5_lowest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_184530,2026-05-22,LSCC,244,-152.269846,REST,score_quantile_5_lowest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_184530,2026-05-22,NAMS,245,-155.000923,REST,score_quantile_5_lowest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_184530,2026-05-22,ARM,246,-156.617714,REST,score_quantile_5_lowest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_184530,2026-05-22,BITF,247,-157.692923,REST,score_quantile_5_lowest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_184530,2026-05-22,CLSK,248,-169.537538,REST,score_quantile_5_lowest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_184530,2026-05-22,AEVA,249,-174.921846,REST,score_quantile_5_lowest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_184530,2026-05-22,DDOG,250,-185.453333,REST,score_quantile_5_lowest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,VIAV,1,51.800559,TOP_10,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,SITM,2,51.403528,TOP_10,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,TSEM,3,50.428133,TOP_10,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,STM,4,49.556907,TOP_10,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,BW,5,47.521200,TOP_10,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,PLUG,6,46.199608,TOP_10,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,TTMI,7,43.509206,TOP_10,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,TWLO,8,41.763811,TOP_10,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,HTZ,9,40.914843,TOP_10,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,PUMP,10,40.669884,TOP_10,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,OLPX,11,40.593772,TOP_20,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,APLD,12,40.362536,TOP_20,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,U,13,39.897302,TOP_20,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,SMTC,14,39.742207,TOP_20,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,SEI,15,39.144581,TOP_20,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,SATS,16,38.622888,TOP_20,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,RVMD,17,38.438059,TOP_20,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,XYZ,18,38.326374,TOP_20,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,WULF,19,38.015944,TOP_20,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,QSR,20,37.694858,TOP_20,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,XENE,21,37.636994,TOP_30,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,TWST,22,37.448987,TOP_30,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,RIOT,23,36.503542,TOP_30,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,ROKU,24,36.420390,TOP_30,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,UNH,25,36.332522,TOP_30,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,VIST,26,36.042571,TOP_30,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,DBVT,27,35.851684,TOP_30,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,XPO,28,35.726432,TOP_30,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,WLK,29,35.644882,TOP_30,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,PTON,30,34.719287,TOP_30,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,PCT,31,34.600968,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,UPST,32,34.519048,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,CVNA,33,34.321612,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,BLTE,34,34.247077,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,BYND,35,33.941802,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,RNG,36,33.774110,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,PTGX,37,33.581955,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,USFD,38,33.542380,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,SFIX,39,33.536378,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,WAB,40,33.445361,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,SNPS,41,32.881778,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,VMC,42,32.809491,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,PYPL,43,32.785338,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,SHW,44,32.689895,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,TEVA,45,32.389117,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,SFM,46,32.322369,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,WWD,47,32.304956,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,ECL,48,32.264952,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,UBER,49,32.166154,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,PINS,50,32.146805,TOP_50,score_quantile_1_highest,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,VEEV,51,31.947966,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,COGT,52,31.722303,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,PCOR,53,31.292054,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,QS,54,31.180681,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,PI,55,30.652828,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,NVAX,56,30.438120,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,TTD,57,30.316083,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,YPF,58,30.133517,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,PDD,59,30.086842,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,PFGC,60,30.020483,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,ZG,61,30.005827,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,RSP,62,29.841267,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,CURRENT_METADATA_ETF_OR_MACRO_FLAG;NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,Z,63,29.761568,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,FCNCA,64,29.737042,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,AMC,65,29.608772,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,V,66,29.501591,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,TIGR,67,29.475559,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,XLF,68,29.281688,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,CURRENT_METADATA_ETF_OR_MACRO_FLAG;NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,SCCO,69,29.162130,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,INSM,70,28.991239,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,TTWO,71,28.820733,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,SCHW,72,28.545088,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,SHOP,73,28.523376,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,HUBB,74,28.077904,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,RTX,75,28.051253,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,TEAM,76,27.925391,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,PM,77,27.646466,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,WVE,78,27.544222,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,RKT,79,27.347766,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,WHR,80,27.321762,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,UAL,81,27.184506,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,PSIX,82,26.917594,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,PATH,83,26.690265,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,HOOD,84,26.689519,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,PGNY,85,26.025378,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,WDAY,86,25.641569,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,SE,87,25.111539,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,OKTA,88,24.779580,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,RERE,89,24.683748,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
V18_25A_R21_20260522_191554,2026-05-22,RH,90,24.578681,TOP_100,score_quantile_2,,,,,,,,,,,,,,,,,,UNFILLED,NO_ENTRY_PRICE_ON_OR_AFTER_SIGNAL_DATE;NO_FORWARD_RETURN_FILLABLE
