ticker,run_time,semantic_layer,in_raw_universe,in_classified_universe,in_main_compute_universe,in_second_stage_candidate,raw_price_ok,price_status,latest_price_date,latest_close,special_tag,inferred_exclusion_reason,raw105_refresh_status,raw105_latest_price_date,raw105_latest_close,raw105_latest_volume,raw105_freshness_status,freshness_acceptance_status,freshness_max_latest_price_date,model_data_status,model_screen_bucket,model_screen_reason,model_theme_bucket,model_second_stage_bucket,model_second_stage_score,model_second_stage_reason,is_current_main_compute,is_current_second_stage,is_top_candidate_file,is_watchlist_file,candidate_tier,full_buy_decision,decision_reason_cn,tier_order
QCOM,2026-05-15 15:58:40,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-14,200.0800018310547,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-14,200.0800018310547,24401500.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-14,OK,PASS_BASIC_SCREEN,"fresh, affordable, non-leveraged, enough history",OTHER_STOCK,PULLBACK_REVIEW,125.4625,meaningful pullback from 60d high with not-broken short-term momentum,True,True,True,False,A_SECOND_STAGE_TOP10,WORTH_REVIEW_BUT_NO_BUY_TODAY_EVENT_OR_BUDGET_LOCKED,进入 second stage，但今日被事件/预算门控锁住：NO_TRADE_EVENT_RISK_EXTREME / NO_BUY_EVENT_LOCKED / NO_NEW_BUYS_NOW,1
INTC,2026-05-15 15:58:40,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-14,115.93000030517578,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-14,115.93000030517578,117575900.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-14,OK,PASS_BASIC_SCREEN,"fresh, affordable, non-leveraged, enough history",OTHER_STOCK,PULLBACK_REVIEW,123.026,meaningful pullback from 60d high with not-broken short-term momentum,True,True,True,False,A_SECOND_STAGE_TOP10,WORTH_REVIEW_BUT_NO_BUY_TODAY_EVENT_OR_BUDGET_LOCKED,进入 second stage，但今日被事件/预算门控锁住：NO_TRADE_EVENT_RISK_EXTREME / NO_BUY_EVENT_LOCKED / NO_NEW_BUYS_NOW,1
NET,2026-05-15 15:58:40,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-14,199.8099975585937,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-14,199.80999755859372,4092300.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-14,OK,PASS_BASIC_SCREEN,"fresh, affordable, non-leveraged, enough history",OTHER_STOCK,PULLBACK_REVIEW,120.3725,meaningful pullback from 60d high with not-broken short-term momentum,True,True,True,False,A_SECOND_STAGE_TOP10,WORTH_REVIEW_BUT_NO_BUY_TODAY_EVENT_OR_BUDGET_LOCKED,进入 second stage，但今日被事件/预算门控锁住：NO_TRADE_EVENT_RISK_EXTREME / NO_BUY_EVENT_LOCKED / NO_NEW_BUYS_NOW,1
VST,2026-05-15 15:58:40,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-14,141.89999389648438,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-14,141.89999389648438,5108800.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-14,OK,PASS_BASIC_SCREEN,"fresh, affordable, non-leveraged, enough history",AI_POWER_INFRA,PULLBACK_REVIEW,118.05,meaningful pullback from 60d high with not-broken short-term momentum,True,True,True,False,A_SECOND_STAGE_TOP10,WORTH_REVIEW_BUT_NO_BUY_TODAY_EVENT_OR_BUDGET_LOCKED,进入 second stage，但今日被事件/预算门控锁住：NO_TRADE_EVENT_RISK_EXTREME / NO_BUY_EVENT_LOCKED / NO_NEW_BUYS_NOW,1
CRWV,2026-05-15 15:58:40,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-14,114.21499633789062,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-14,114.21499633789062,27634000.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-14,OK,PASS_BASIC_SCREEN,"fresh, affordable, non-leveraged, enough history",AI_DATA_INFRA,PULLBACK_REVIEW,114.4315,meaningful pullback from 60d high with not-broken short-term momentum,True,True,True,False,A_SECOND_STAGE_TOP10,WORTH_REVIEW_BUT_NO_BUY_TODAY_EVENT_OR_BUDGET_LOCKED,进入 second stage，但今日被事件/预算门控锁住：NO_TRADE_EVENT_RISK_EXTREME / NO_BUY_EVENT_LOCKED / NO_NEW_BUYS_NOW,1
CEG,2026-05-15 15:58:40,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-14,275.260009765625,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-14,275.260009765625,3649600.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-14,OK,PASS_BASIC_SCREEN,"fresh, affordable, non-leveraged, enough history",AI_POWER_INFRA,PULLBACK_REVIEW,114.005,meaningful pullback from 60d high with not-broken short-term momentum,True,True,True,False,A_SECOND_STAGE_TOP10,WORTH_REVIEW_BUT_NO_BUY_TODAY_EVENT_OR_BUDGET_LOCKED,进入 second stage，但今日被事件/预算门控锁住：NO_TRADE_EVENT_RISK_EXTREME / NO_BUY_EVENT_LOCKED / NO_NEW_BUYS_NOW,1
SNOW,2026-05-15 15:58:40,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-14,150.75999450683594,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-14,150.75999450683594,5826100.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-14,OK,PASS_BASIC_SCREEN,"fresh, affordable, non-leveraged, enough history",OTHER_STOCK,PULLBACK_REVIEW,113.347,meaningful pullback from 60d high with not-broken short-term momentum,True,True,True,False,A_SECOND_STAGE_TOP10,WORTH_REVIEW_BUT_NO_BUY_TODAY_EVENT_OR_BUDGET_LOCKED,进入 second stage，但今日被事件/预算门控锁住：NO_TRADE_EVENT_RISK_EXTREME / NO_BUY_EVENT_LOCKED / NO_NEW_BUYS_NOW,1
FLR,2026-05-15 15:58:40,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-14,45.4900016784668,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-14,45.4900016784668,2814800.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-14,OK,PASS_BASIC_SCREEN,"fresh, affordable, non-leveraged, enough history",AI_POWER_INFRA,PULLBACK_REVIEW,113.1795,meaningful pullback from 60d high with not-broken short-term momentum,True,True,True,False,A_SECOND_STAGE_TOP10,WORTH_REVIEW_BUT_NO_BUY_TODAY_EVENT_OR_BUDGET_LOCKED,进入 second stage，但今日被事件/预算门控锁住：NO_TRADE_EVENT_RISK_EXTREME / NO_BUY_EVENT_LOCKED / NO_NEW_BUYS_NOW,1
CRDO,2026-05-15 15:58:40,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-14,184.5399932861328,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-14,184.5399932861328,4940000.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-14,OK,PASS_BASIC_SCREEN,"fresh, affordable, non-leveraged, enough history",AI_DATA_INFRA,PULLBACK_REVIEW,112.6345,meaningful pullback from 60d high with not-broken short-term momentum,True,True,True,False,A_SECOND_STAGE_TOP10,WORTH_REVIEW_BUT_NO_BUY_TODAY_EVENT_OR_BUDGET_LOCKED,进入 second stage，但今日被事件/预算门控锁住：NO_TRADE_EVENT_RISK_EXTREME / NO_BUY_EVENT_LOCKED / NO_NEW_BUYS_NOW,1
ANET,2026-05-15 15:58:40,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-14,147.80999755859375,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-14,147.80999755859375,15703500.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-14,OK,PASS_BASIC_SCREEN,"fresh, affordable, non-leveraged, enough history",AI_DATA_INFRA,PULLBACK_REVIEW,112.424,meaningful pullback from 60d high with not-broken short-term momentum,True,True,True,False,A_SECOND_STAGE_TOP10,WORTH_REVIEW_BUT_NO_BUY_TODAY_EVENT_OR_BUDGET_LOCKED,进入 second stage，但今日被事件/预算门控锁住：NO_TRADE_EVENT_RISK_EXTREME / NO_BUY_EVENT_LOCKED / NO_NEW_BUYS_NOW,1
