rank,ticker,composite_candidate_score,ranking_source_policy,primary_score_source_files,audit_only_source_files,score_source_status,score_source_files,score_source_columns,latest_price_date,latest_close,technical_status,event_risk_status,overheat_status,pullback_status,execution_status,final_action,reason
11,VIAV,51.800559,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-21,48.97999954223633,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_LOWER_HALF,REVIEW_ONLY,WAIT_PULLBACK_REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
12,CARR,51.684,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-26,64.889999,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_MID,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
13,ENTG,51.572,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-26,142.119995,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_MID,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
14,SITM,51.403528,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-21,702.885009765625,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_MID,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
15,CRWV,50.924,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-26,105.889999,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_LOWER_HALF,REVIEW_ONLY,WAIT_PULLBACK_REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
16,ETR,50.544,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-26,111.970001,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_LOWER_HALF,REVIEW_ONLY,WAIT_PULLBACK_REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
17,TSEM,50.428133,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-21,272.67498779296875,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
18,COHU,50.428,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-26,49.93,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
19,HUT,49.710963,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-20,96.51000213623047,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
20,GEV,49.668,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-26,1070.469971,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_MID,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
21,STM,49.556907,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-21,64.6449966430664,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
22,FN,48.952,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-26,680.77002,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_MID,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
23,ETN,48.904,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-26,403.130005,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_MID,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
24,HUBB,48.152,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-26,478.049988,TECH_TIMING_PULLBACK_WATCH,,NOT_AVAILABLE_RESERVED,BB_LOWER_HALF,REVIEW_ONLY,WAIT_PULLBACK_REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
25,ALM,48.055596,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-20,17.639999389648438,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_LOWER_HALF,REVIEW_ONLY,WAIT_PULLBACK_REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
26,POWL,47.876,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-26,291.970001,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_MID,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
27,COHR,47.76,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-26,381.350006,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
28,BW,47.5212,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-21,20.540000915527344,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
29,AVGO,47.38,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-26,422.01001,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_MID,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
30,ACM,47.068,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-26,72.470001,TECH_TIMING_WATCH_POSITIVE,,NOT_AVAILABLE_RESERVED,BB_LOWER_HALF,REVIEW_ONLY,WAIT_PULLBACK_REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
31,CAMT,47.0,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-26,174.729996,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_MID,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
32,FORM,46.62,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-26,136.479996,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_MID,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
33,PLUG,46.199608,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-21,3.765000104904175,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
34,GLW,45.856,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-26,196.169998,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
35,AGX,45.623519,V18_35D_FULL_UNIVERSE_RECOMPUTE,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score,2026-05-20,630.5,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_LOWER_HALF,REVIEW_ONLY,WAIT_PULLBACK_REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.
